init_node,term_node,capacity,length,free_flow_time,b,power,simu_g/c,gamma,n',neta,no_signal,accurate_g/c
82,83,1988,0.43398,0.43398,0.15,4,0.333333333,0.8,3.2,1,,
82,104,2739,0.8101,0.8101,0.15,4,0.333333333,0.8,3.2,1,,
83,82,1988,0.43398,0.43398,0.15,4,0.333333333,0.8,3.2,1,,
83,84,1732,0.3056,0.3056,0.15,4,0.333333333,0.8,3.2,1,,
83,87,1858,0.36865,0.36865,0.15,4,0.333333333,0.8,3.2,1,,
84,83,1732,0.3056,0.3056,0.15,4,0.333333333,0.8,3.2,1,,
84,85,1920,0.39967,0.39967,0.15,4,0.333333333,0.8,3.2,1,,
84,86,2057,0.4685,0.4685,0.15,4,0.333333333,0.8,3.2,1,,
85,81,1903,0.39112,0.39112,0.15,4,0.333333333,0.8,3.2,1,,
85,84,1920,0.39967,0.39967,0.15,4,0.333333333,0.8,3.2,1,,
85,86,1793,0.33594,0.33594,0.15,4,0.333333333,0.8,3.2,1,,
86,37,1839,0.66624,0.66624,0.15,4,0.25,0.8,3.2,1,,
86,80,3451,1.74229,1.74229,0.15,4,0.25,0.8,3.2,1,,
86,84,1543,0.4685,0.4685,0.15,4,0.25,0.8,3.2,1,,
86,85,1345,0.33594,0.33594,0.15,4,0.25,0.8,3.2,1,,
87,83,1858,0.36865,0.36865,0.15,4,0.333333333,0.8,3.2,1,,
87,88,1483,0.18103,0.18103,0.15,4,0.333333333,0.8,3.2,1,,
87,91,1692,0.28563,0.28563,0.15,4,0.333333333,0.8,3.2,1,,
88,87,1483,0.18103,0.18103,0.15,4,0.333333333,0.8,3.2,1,,
88,89,1548,0.21326,0.21326,0.15,4,0.333333333,0.8,3.2,1,,
88,92,1724,0.30149,0.30149,0.15,4,0.333333333,0.8,3.2,1,,
89,83,3216,0.51192,0.51192,0.15,4,0.5,0.8,3.2,1,,
89,90,3422,0.58083,0.58083,0.15,4,0.5,0.8,3.2,1,,
90,89,2282,0.58083,0.58083,0.15,4,0.333333333,0.8,3.2,1,,
90,93,1965,0.4221,0.4221,0.15,4,0.333333333,0.8,3.2,1,,
90,95,3101,0.99099,0.99099,0.15,4,0.333333333,0.8,3.2,1,,
91,87,2538,0.28563,0.28563,0.15,4,0.5,0.8,3.2,1,,
91,92,2249,0.18909,0.18909,0.15,4,0.5,0.8,3.2,1,,
92,88,1293,0.30149,0.30149,0.15,4,0.25,0.8,3.2,1,,
92,91,1125,0.18909,0.18909,0.15,4,0.25,0.8,3.2,1,,
92,93,2048,0.80546,0.80546,0.15,4,0.25,0.8,3.2,1,,
92,103,3408,1.71382,1.71382,0.15,4,0.25,0.8,3.2,1,,
93,90,1474,0.4221,0.4221,0.15,4,0.25,0.8,3.2,1,,
93,92,2048,0.80546,0.80546,0.15,4,0.25,0.8,3.2,1,,
93,94,2346,1.00442,1.00442,0.15,4,0.25,0.8,3.2,1,,
93,100,2047,0.80468,0.80468,0.15,4,0.25,0.8,3.2,1,,
94,93,2346,1.00442,1.00442,0.15,4,0.25,0.8,3.2,1,,
94,95,1404,0.37531,0.37531,0.15,4,0.25,0.8,3.2,1,,
94,99,3644,1.87166,1.87166,0.15,4,0.25,0.8,3.2,1,,
94,101,2016,0.78409,0.78409,0.15,4,0.25,0.8,3.2,1,,
95,80,1994,0.76987,0.76987,0.15,4,0.25,0.8,3.2,1,,
95,90,2326,0.99099,0.99099,0.15,4,0.25,0.8,3.2,1,,
95,94,1404,0.37531,0.37531,0.15,4,0.25,0.8,3.2,1,,
95,96,3410,1.71499,1.71499,0.15,4,0.25,0.8,3.2,1,,
96,95,3410,1.71499,1.71499,0.15,4,0.25,0.8,3.2,1,,
96,97,2467,1.08555,1.08555,0.15,4,0.25,0.8,3.2,1,,
96,98,1853,0.67536,0.67536,0.15,4,0.25,0.8,3.2,1,,
96,99,1954,0.7428,0.7428,0.15,4,0.25,0.8,3.2,1,,
97,78,3855,1.36867,1.36867,0.15,4,0.333333333,0.8,3.2,1,,
97,80,3674,1.27835,1.27835,0.15,4,0.333333333,0.8,3.2,1,,
97,96,3289,1.08555,1.08555,0.15,4,0.333333333,0.8,3.2,1,,
98,74,3097,0.98918,0.98918,0.15,4,0.333333333,0.8,3.2,1,,
98,79,2109,0.4943,0.4943,0.15,4,0.333333333,0.8,3.2,1,,
98,96,2470,0.67536,0.67536,0.15,4,0.333333333,0.8,3.2,1,,
99,74,2439,0.65965,0.65965,0.15,4,0.333333333,0.8,3.2,1,,
99,94,4859,1.87166,1.87166,0.15,4,0.333333333,0.8,3.2,1,,
99,96,2605,0.7428,0.7428,0.15,4,0.333333333,0.8,3.2,1,,
100,93,2729,0.80468,0.80468,0.15,4,0.333333333,0.8,3.2,1,,
100,101,3481,1.18172,1.18172,0.15,4,0.333333333,0.8,3.2,1,,
100,102,3601,1.24161,1.24161,0.15,4,0.333333333,0.8,3.2,1,,
101,72,4472,1.67788,1.67788,0.15,4,0.333333333,0.8,3.2,1,,
101,94,2687,0.78409,0.78409,0.15,4,0.333333333,0.8,3.2,1,,
101,100,3481,1.18172,1.18172,0.15,4,0.333333333,0.8,3.2,1,,
102,72,5601,2.24296,2.24296,0.15,4,0.333333333,0.8,3.2,1,,
102,100,3601,1.24161,1.24161,0.15,4,0.333333333,0.8,3.2,1,,
102,103,2581,0.73088,0.73088,0.15,4,0.333333333,0.8,3.2,1,,
103,92,3408,1.71382,1.71382,0.15,4,0.25,0.8,3.2,1,,
103,102,1936,0.73088,0.73088,0.15,4,0.25,0.8,3.2,1,,
103,111,2643,1.20316,1.20316,0.15,4,0.25,0.8,3.2,1,,
103,112,2559,1.14687,1.14687,0.15,4,0.25,0.8,3.2,1,,
104,82,2055,0.8101,0.8101,0.15,4,0.25,0.8,3.2,1,,
104,105,1316,0.31715,0.31715,0.15,4,0.25,0.8,3.2,1,,
104,106,1270,0.28583,0.28583,0.15,4,0.25,0.8,3.2,1,,
104,111,4502,2.44433,2.44433,0.15,4,0.25,0.8,3.2,1,,
105,33,4191,1.53703,1.53703,0.15,4,0.333333333,0.8,3.2,1,,
105,104,1755,0.31715,0.31715,0.15,4,0.333333333,0.8,3.2,1,,
105,106,1691,0.28528,0.28528,0.15,4,0.333333333,0.8,3.2,1,,
106,104,1270,0.28583,0.28583,0.15,4,0.25,0.8,3.2,1,,
106,105,1269,0.28528,0.28528,0.15,4,0.25,0.8,3.2,1,,
106,110,8535,5.13692,5.13692,0.15,4,0.25,0.8,3.2,1,,
106,113,6266,3.62191,3.62191,0.15,4,0.25,0.8,3.2,1,,
107,17,2727,1.71405,1.71405,0.15,4,0.2,0.8,3.2,1,,
107,28,3361,2.24326,2.24326,0.15,4,0.2,0.8,3.2,1,,
107,31,5057,3.6593,3.6593,0.15,4,0.2,0.8,3.2,1,,
107,108,2506,1.52997,1.52997,0.15,4,0.2,0.8,3.2,1,,
107,109,2354,1.40267,1.40267,0.15,4,0.2,0.8,3.2,1,,
108,19,3023,1.45648,1.45648,0.15,4,0.25,0.8,3.2,1,,
108,107,3133,1.52997,1.52997,0.15,4,0.25,0.8,3.2,1,,
108,109,2733,1.26281,1.26281,0.15,4,0.25,0.8,3.2,1,,
108,120,3807,1.98052,1.98052,0.15,4,0.25,0.8,3.2,1,,
109,107,3923,1.40267,1.40267,0.15,4,0.333333333,0.8,3.2,1,,
109,108,3643,1.26281,1.26281,0.15,4,0.333333333,0.8,3.2,1,,
109,110,5545,2.21532,2.21532,0.15,4,0.333333333,0.8,3.2,1,,
110,106,11379,5.13692,5.13692,0.15,4,0.333333333,0.8,3.2,1,,
110,109,5545,2.21532,2.21532,0.15,4,0.333333333,0.8,3.2,1,,
110,117,9944,4.41839,4.41839,0.15,4,0.333333333,0.8,3.2,1,,
111,103,3524,1.20316,1.20316,0.15,4,0.333333333,0.8,3.2,1,,
111,104,6003,2.44433,2.44433,0.15,4,0.333333333,0.8,3.2,1,,
111,112,2597,0.7386,0.7386,0.15,4,0.333333333,0.8,3.2,1,,
112,103,3412,1.14687,1.14687,0.15,4,0.333333333,0.8,3.2,1,,
112,111,2597,0.7386,0.7386,0.15,4,0.333333333,0.8,3.2,1,,
112,113,2911,0.89589,0.89589,0.15,4,0.333333333,0.8,3.2,1,,
113,106,8354,3.62191,3.62191,0.15,4,0.333333333,0.8,3.2,1,,
113,112,2911,0.89589,0.89589,0.15,4,0.333333333,0.8,3.2,1,,
113,117,11198,5.04613,5.04613,0.15,4,0.333333333,0.8,3.2,1,,
114,78,8889,2.40595,2.40595,0.15,4,0.5,0.8,3.2,1,,
114,115,3698,0.67284,0.67284,0.15,4,0.5,0.8,3.2,1,,
115,68,7788,3.33854,3.33854,0.15,4,0.333333333,0.8,3.2,1,,
115,79,5065,1.97457,1.97457,0.15,4,0.333333333,0.8,3.2,1,,
115,114,2465,0.67284,0.67284,0.15,4,0.333333333,0.8,3.2,1,,
117,110,14916,4.41839,4.41839,0.15,4,0.5,0.8,3.2,1,,
117,113,16797,5.04613,5.04613,0.15,4,0.5,0.8,3.2,1,,
118,24,1559,0.21872,0.21872,0.15,4,0.333333333,0.8,3.2,1,,
118,25,3005,0.94289,0.94289,0.15,4,0.333333333,0.8,3.2,1,,
118,119,2489,0.68486,0.68486,0.15,4,0.333333333,0.8,3.2,1,,
119,118,3734,0.68486,0.68486,0.15,4,0.5,0.8,3.2,1,,
119,120,3984,0.76839,0.76839,0.15,4,0.5,0.8,3.2,1,,
120,108,7614,1.98052,1.98052,0.15,4,0.5,0.8,3.2,1,,
120,119,3984,0.76839,0.76839,0.15,4,0.5,0.8,3.2,1,,
121,3,3929,2.06143,2.06143,0.15,4,0.25,0.8,3.2,1,,
121,122,1252,0.27411,0.27411,0.15,4,0.25,0.8,3.2,1,,
121,153,1554,0.4758,0.4758,0.15,4,0.25,0.8,3.2,1,,
121,164,2943,1.40359,1.40359,0.15,4,0.25,0.8,3.2,1,,
122,121,1252,0.27411,0.27411,0.15,4,0.25,0.8,3.2,1,,
122,123,1465,0.41624,0.41624,0.15,4,0.25,0.8,3.2,1,,
122,136,2175,0.89054,0.89054,0.15,4,0.25,0.8,3.2,1,,
122,138,2029,0.79263,0.79263,0.15,4,0.25,0.8,3.2,1,,
123,122,1465,0.41624,0.41624,0.15,4,0.25,0.8,3.2,1,,
123,124,1475,0.42316,0.42316,0.15,4,0.25,0.8,3.2,1,,
123,152,1279,0.29206,0.29206,0.15,4,0.25,0.8,3.2,1,,
123,153,1508,0.44485,0.44485,0.15,4,0.25,0.8,3.2,1,,
124,123,1967,0.42316,0.42316,0.15,4,0.333333333,0.8,3.2,1,,
124,125,3006,0.94361,0.94361,0.15,4,0.333333333,0.8,3.2,1,,
124,145,2445,0.66255,0.66255,0.15,4,0.333333333,0.8,3.2,1,,
125,124,2255,0.94361,0.94361,0.15,4,0.25,0.8,3.2,1,,
125,126,3085,1.49835,1.49835,0.15,4,0.25,0.8,3.2,1,,
125,144,1500,0.43965,0.43965,0.15,4,0.25,0.8,3.2,1,,
125,154,2052,0.80843,0.80843,0.15,4,0.25,0.8,3.2,1,,
126,125,3085,1.49835,1.49835,0.15,4,0.25,0.8,3.2,1,,
126,143,1729,0.59268,0.59268,0.15,4,0.25,0.8,3.2,1,,
126,155,2462,1.08198,1.08198,0.15,4,0.25,0.8,3.2,1,,
126,156,1067,0.15057,0.15057,0.15,4,0.25,0.8,3.2,1,,
127,128,2069,0.81992,0.81992,0.15,4,0.25,0.8,3.2,1,,
127,142,1773,0.62171,0.62171,0.15,4,0.25,0.8,3.2,1,,
127,156,1653,0.54173,0.54173,0.15,4,0.25,0.8,3.2,1,,
127,158,1678,0.55843,0.55843,0.15,4,0.25,0.8,3.2,1,,
128,127,2069,0.81992,0.81992,0.15,4,0.25,0.8,3.2,1,,
128,129,2127,0.85839,0.85839,0.15,4,0.25,0.8,3.2,1,,
128,141,1866,0.68407,0.68407,0.15,4,0.25,0.8,3.2,1,,
128,159,2071,0.82124,0.82124,0.15,4,0.25,0.8,3.2,1,,
129,128,2127,0.85839,0.85839,0.15,4,0.25,0.8,3.2,1,,
129,130,1017,0.11713,0.11713,0.15,4,0.25,0.8,3.2,1,,
129,150,1637,0.53099,0.53099,0.15,4,0.25,0.8,3.2,1,,
129,160,1515,0.44967,0.44967,0.15,4,0.25,0.8,3.2,1,,
130,129,1356,0.11713,0.11713,0.15,4,0.333333333,0.8,3.2,1,,
130,131,1988,0.43394,0.43394,0.15,4,0.333333333,0.8,3.2,1,,
130,151,1399,0.13878,0.13878,0.15,4,0.333333333,0.8,3.2,1,,
131,130,1988,0.43394,0.43394,0.15,4,0.333333333,0.8,3.2,1,,
131,139,1732,0.3055,0.3055,0.15,4,0.333333333,0.8,3.2,1,,
131,160,1320,0.09935,0.09935,0.15,4,0.333333333,0.8,3.2,1,,
132,133,1349,0.11392,0.11392,0.15,4,0.333333333,0.8,3.2,1,,
132,139,2009,0.44409,0.44409,0.15,4,0.333333333,0.8,3.2,1,,
132,151,1400,0.13942,0.13942,0.15,4,0.333333333,0.8,3.2,1,,
133,132,1012,0.11392,0.11392,0.15,4,0.25,0.8,3.2,1,,
133,134,2069,0.8197,0.8197,0.15,4,0.25,0.8,3.2,1,,
133,140,1528,0.45875,0.45875,0.15,4,0.25,0.8,3.2,1,,
133,148,1639,0.53283,0.53283,0.15,4,0.25,0.8,3.2,1,,
134,133,2759,0.8197,0.8197,0.15,4,0.333333333,0.8,3.2,1,,
134,135,2184,0.5318,0.5318,0.15,4,0.333333333,0.8,3.2,1,,
134,147,2392,0.63609,0.63609,0.15,4,0.333333333,0.8,3.2,1,,
135,134,1638,0.5318,0.5318,0.15,4,0.25,0.8,3.2,1,,
135,136,1183,0.22776,0.22776,0.15,4,0.25,0.8,3.2,1,,
135,152,2016,0.78445,0.78445,0.15,4,0.25,0.8,3.2,1,,
135,161,2254,0.94335,0.94335,0.15,4,0.25,0.8,3.2,1,,
136,122,2175,0.89054,0.89054,0.15,4,0.25,0.8,3.2,1,,
136,135,1183,0.22776,0.22776,0.15,4,0.25,0.8,3.2,1,,
136,137,1295,0.30305,0.30305,0.15,4,0.25,0.8,3.2,1,,
136,162,1648,0.53837,0.53837,0.15,4,0.25,0.8,3.2,1,,
137,136,2590,0.30305,0.30305,0.15,4,0.5,0.8,3.2,1,,
137,138,2804,0.37438,0.37438,0.15,4,0.5,0.8,3.2,1,,
138,122,4057,0.79263,0.79263,0.15,4,0.5,0.8,3.2,1,,
138,137,2804,0.37438,0.37438,0.15,4,0.5,0.8,3.2,1,,
139,131,1732,0.3055,0.3055,0.15,4,0.333333333,0.8,3.2,1,,
139,132,2009,0.44409,0.44409,0.15,4,0.333333333,0.8,3.2,1,,
139,140,1344,0.11107,0.11107,0.15,4,0.333333333,0.8,3.2,1,,
140,133,2038,0.45875,0.45875,0.15,4,0.333333333,0.8,3.2,1,,
140,139,1344,0.11107,0.11107,0.15,4,0.333333333,0.8,3.2,1,,
140,161,2986,0.93355,0.93355,0.15,4,0.333333333,0.8,3.2,1,,
141,128,2488,0.68407,0.68407,0.15,4,0.333333333,0.8,3.2,1,,
141,142,1775,0.32732,0.32732,0.15,4,0.333333333,0.8,3.2,1,,
141,150,1897,0.38806,0.38806,0.15,4,0.333333333,0.8,3.2,1,,
142,127,2363,0.62171,0.62171,0.15,4,0.333333333,0.8,3.2,1,,
142,141,1775,0.32732,0.32732,0.15,4,0.333333333,0.8,3.2,1,,
142,143,2028,0.454,0.454,0.15,4,0.333333333,0.8,3.2,1,,
143,126,2305,0.59268,0.59268,0.15,4,0.333333333,0.8,3.2,1,,
143,142,2028,0.454,0.454,0.15,4,0.333333333,0.8,3.2,1,,
143,144,2889,0.88512,0.88512,0.15,4,0.333333333,0.8,3.2,1,,
144,125,2000,0.43965,0.43965,0.15,4,0.333333333,0.8,3.2,1,,
144,143,2889,0.88512,0.88512,0.15,4,0.333333333,0.8,3.2,1,,
144,145,1907,0.39332,0.39332,0.15,4,0.333333333,0.8,3.2,1,,
145,124,2445,0.66255,0.66255,0.15,4,0.333333333,0.8,3.2,1,,
145,144,1907,0.39332,0.39332,0.15,4,0.333333333,0.8,3.2,1,,
145,146,1798,0.33853,0.33853,0.15,4,0.333333333,0.8,3.2,1,,
146,145,1798,0.33853,0.33853,0.15,4,0.333333333,0.8,3.2,1,,
146,147,1502,0.19021,0.19021,0.15,4,0.333333333,0.8,3.2,1,,
146,152,3194,1.03782,1.03782,0.15,4,0.333333333,0.8,3.2,1,,
147,134,2392,0.63609,0.63609,0.15,4,0.333333333,0.8,3.2,1,,
147,146,1502,0.19021,0.19021,0.15,4,0.333333333,0.8,3.2,1,,
147,148,1798,0.33861,0.33861,0.15,4,0.333333333,0.8,3.2,1,,
148,133,2186,0.53283,0.53283,0.15,4,0.333333333,0.8,3.2,1,,
148,147,1798,0.33861,0.33861,0.15,4,0.333333333,0.8,3.2,1,,
148,149,1664,0.27156,0.27156,0.15,4,0.333333333,0.8,3.2,1,,
149,148,1664,0.27156,0.27156,0.15,4,0.333333333,0.8,3.2,1,,
149,150,1663,0.27128,0.27128,0.15,4,0.333333333,0.8,3.2,1,,
149,151,2134,0.50679,0.50679,0.15,4,0.333333333,0.8,3.2,1,,
150,129,2182,0.53099,0.53099,0.15,4,0.333333333,0.8,3.2,1,,
150,141,1897,0.38806,0.38806,0.15,4,0.333333333,0.8,3.2,1,,
150,149,1663,0.27128,0.27128,0.15,4,0.333333333,0.8,3.2,1,,
151,130,1399,0.13878,0.13878,0.15,4,0.333333333,0.8,3.2,1,,
151,132,1400,0.13942,0.13942,0.15,4,0.333333333,0.8,3.2,1,,
151,149,2134,0.50679,0.50679,0.15,4,0.333333333,0.8,3.2,1,,
152,123,1705,0.29206,0.29206,0.15,4,0.333333333,0.8,3.2,1,,
152,135,2688,0.78445,0.78445,0.15,4,0.333333333,0.8,3.2,1,,
152,146,3194,1.03782,1.03782,0.15,4,0.333333333,0.8,3.2,1,,
153,121,2072,0.4758,0.4758,0.15,4,0.333333333,0.8,3.2,1,,
153,123,2010,0.44485,0.44485,0.15,4,0.333333333,0.8,3.2,1,,
153,154,4908,1.89626,1.89626,0.15,4,0.333333333,0.8,3.2,1,,
154,125,2736,0.80843,0.80843,0.15,4,0.333333333,0.8,3.2,1,,
154,153,4908,1.89626,1.89626,0.15,4,0.333333333,0.8,3.2,1,,
154,155,5364,2.2145,2.2145,0.15,4,0.333333333,0.8,3.2,1,,
155,126,3282,1.08198,1.08198,0.15,4,0.333333333,0.8,3.2,1,,
155,154,5364,2.2145,2.2145,0.15,4,0.333333,0.8,3.2,1,1,
155,157,2474,0.67718,0.67718,0.15,4,0.333333333,0.8,3.2,1,,
156,126,1422,0.15057,0.15057,0.15,4,0.333333333,0.8,3.2,1,,
156,127,2204,0.54173,0.54173,0.15,4,0.333333333,0.8,3.2,1,,
156,157,2596,0.73846,0.73846,0.15,4,0.333333333,0.8,3.2,1,,
157,46,5177,2.89472,2.89472,0.15,4,0.25,0.8,3.2,1,,
157,155,1856,0.67718,0.67718,0.15,4,0.25,0.8,3.2,1,,
157,156,1947,0.73846,0.73846,0.15,4,0.25,0.8,3.2,1,,
157,158,2220,0.9208,0.9208,0.15,4,0.25,0.8,3.2,1,,
158,127,2237,0.55843,0.55843,0.15,4,0.333333333,0.8,3.2,1,,
158,157,2960,0.9208,0.9208,0.15,4,0.333333333,0.8,3.2,1,,
158,159,3438,1.15995,1.15995,0.15,4,0.333333333,0.8,3.2,1,,
159,128,2762,0.82124,0.82124,0.15,4,0.333333333,0.8,3.2,1,,
159,158,3438,1.15995,1.15995,0.15,4,0.333333333,0.8,3.2,1,,
159,160,4265,1.57418,1.57418,0.15,4,0.333333333,0.8,3.2,1,,
160,129,2020,0.44967,0.44967,0.15,4,0.333333333,0.8,3.2,1,,
160,131,1320,0.09935,0.09935,0.15,4,0.333333333,0.8,3.2,1,,
160,159,4265,1.57418,1.57418,0.15,4,0.333333333,0.8,3.2,1,,
161,135,3005,0.94335,0.94335,0.15,4,0.333333333,0.8,3.2,1,,
161,140,2986,0.93355,0.93355,0.15,4,0.333333333,0.8,3.2,1,,
161,162,2471,0.67556,0.67556,0.15,4,0.333333333,0.8,3.2,1,,
162,136,2197,0.53837,0.53837,0.15,4,0.333333333,0.8,3.2,1,,
162,161,2471,0.67556,0.67556,0.15,4,0.333333333,0.8,3.2,1,,
162,163,2590,0.73516,0.73516,0.15,4,0.333333333,0.8,3.2,1,,
163,162,3884,0.73516,0.73516,0.15,4,0.5,0.8,3.2,1,,
163,164,3873,0.73149,0.73149,0.15,4,0.5,0.8,3.2,1,,
164,121,5886,1.40359,1.40359,0.15,4,0.5,0.8,3.2,1,,
164,163,3873,0.73149,0.73149,0.15,4,0.5,0.8,3.2,1,,
165,0,9890,2.74019,2.74019,0.15,4,0.5,0.8,3.2,1,,
165,5,3397,0.57249,0.57249,0.15,4,0.5,0.8,3.2,1,,
